Dimension,Time,Rank,Inlcuded,Actual Time
Framed,11,,0,11
Grass,11,,1,11
Lake,11,,0,11
Mountains,11,,0,11
Mountain,11,,0,11
River,11,,1,11
Rocks,11,,1,11
Snow,11,,0,11
Trees,11,,1,11
Tree,11,,1,11
Winter,11,,0,11
Bushes,12,,0,12
Cabin,12,,1,12
Clouds,12,,0,12
Conifer,12,,0,12
Cumulus,12,,0,12
Deciduous,12,,1,12
Framed,12,,0,12
Grass,12,,1,12
Lake,12,,0,12
Mountains,12,,0,12
Mountain,12,,0,12
River,12,,0,12
Rocks,12,,0,12
Snow,12,,0,12
Trees,12,,0,12
Tree,12,,1,12
Winter,12,,0,12
Bushes,12,,1,12
Cabin,12,,0,12
Clouds,12,,1,12
Conifer,12,,1,12
Cumulus,12,,1,12
Deciduous,12,,0,12
Framed,12,,0,12
Grass,12,,0,12
Lake,12,,0,12
Mountains,12,,1,12
Mountain,12,,1,12
River,12,,1,12
Rocks,12,,1,12
Snow,12,,0,12
Trees,12,,1,12
Tree,12,,1,12
Winter,12,,0,12
Bushes,12,,0,12
Cabin,12,,0,12
Clouds,12,,1,12
Conifer,12,,1,12
Cumulus,12,,1,12
Deciduous,12,,1,12
Framed,12,,0,12
Grass,12,,1,12
Lake,12,,1,12
Mountains,12,,0,12
Mountain,12,,1,12
River,12,,0,12
Rocks,12,,1,12
Snow,12,,0,12
Trees,12,,1,12
Tree,12,,1,12
Winter,12,,0,12
Bushes,12,,1,12
Cabin,12,,0,12
Clouds,12,,0,12
Conifer,12,,0,12
Cumulus,12,,0,12
Deciduous,12,,1,12
Framed,12,,0,12
Grass,12,,0,12
Lake,12,,0,12
Mountains,12,,0,12
Mountain,12,,0,12
River,12,,1,12
Rocks,12,,0,12
Snow,12,,0,12
Trees,12,,1,12
Tree,12,,1,12
Winter,12,,0,12
Bushes,12,,0,12
Cabin,12,,0,12
Clouds,12,,1,12
Conifer,12,,0,12
Cumulus,12,,1,12
Deciduous,12,,0,12
Framed,12,,0,12
Grass,12,,0,12
Lake,12,,0,12
Mountains,12,,0,12
Mountain,12,,0,12
River,12,,0,12
Rocks,12,,1,12
Snow,12,,0,12
Trees,12,,0,12
Tree,12,,0,12
Winter,12,,0,12
Bushes,12,,1,12
Cabin,12,,1,12
Clouds,12,,1,12
Conifer,12,,1,12
Cumulus,12,,0,12
Deciduous,12,,1,12
Framed,12,,0,12
Grass,12,,1,12
Lake,12,,1,12
Mountains,12,,1,12
Mountain,12,,1,12
River,12,,0,12
Rocks,12,,0,12
Snow,12,,0,12
Trees,12,,1,12
Tree,12,,1,12
Winter,12,,0,12
Bushes,12,,1,12
Cabin,12,,0,12
Clouds,12,,1,12
Conifer,12,,1,12
Cumulus,12,,1,12
Deciduous,12,,1,12
Framed,12,,0,12
Grass,12,,1,12
Lake,12,,0,12
Mountains,12,,0,12
Mountain,12,,1,12
River,12,,1,12
Rocks,12,,0,12
Snow,12,,0,12
Trees,12,,1,12
Tree,12,,1,12
Winter,12,,0,12
Bushes,12,,0,12
Cabin,12,,0,12
Clouds,12,,0,12
Conifer,12,,1,12
Cumulus,12,,0,12
Deciduous,12,,0,12
Framed,12,,0,12
Grass,12,,1,12
Lake,12,,0,12
Mountains,12,,0,12
Mountain,12,,0,12
River,12,,1,12
Rocks,12,,0,12
Snow,12,,0,12
Trees,12,,1,12
Tree,12,,1,12
Winter,12,,0,12
Bushes,12,,0,12
Cabin,12,,0,12
Clouds,12,,1,12
Conifer,12,,0,12
Cumulus,12,,0,12
Deciduous,12,,0,12
Framed,12,,0,12
Grass,12,,0,12
Lake,12,,0,12
Mountains,12,,0,12
Mountain,12,,0,12
River,12,,0,12
Rocks,12,,0,12
Snow,12,,0,12
Trees,12,,0,12
Tree,12,,0,12
Winter,12,,0,12
Bushes,12,,1,12
Cabin,12,,0,12
Clouds,12,,1,12
Conifer,12,,1,12
Cumulus,12,,0,12
Deciduous,12,,1,12
Framed,12,,0,12
Grass,12,,1,12
Lake,12,,0,12
Mountains,12,,0,12
Mountain,12,,1,12
River,12,,1,12
Rocks,12,,0,12
Snow,12,,0,12
Trees,12,,1,12
Tree,12,,1,12
Winter,12,,0,12
Bushes,12,,1,12
Cabin,12,,0,12
Clouds,12,,0,12
Conifer,12,,1,12
Cumulus,12,,0,12
Deciduous,12,,0,12
Framed,12,,0,12
Grass,12,,1,12
Lake,12,,0,12
Mountains,12,,0,12
Mountain,12,,1,12
River,12,,1,12
Rocks,12,,0,12
Snow,12,,0,12
Trees,12,,1,12
Tree,12,,1,12
Winter,12,,0,12
Bushes,12,,1,12
Cabin,12,,0,12
Clouds,12,,1,12
Conifer,12,,1,12
Cumulus,12,,1,12
Deciduous,12,,1,12
Framed,12,,1,12
Grass,12,,1,12
Lake,12,,0,12
Mountains,12,,1,12
Mountain,12,,1,12
River,12,,1,12
Rocks,12,,0,12
Snow,12,,0,12
Trees,12,,1,12
Tree,12,,1,12
Winter,12,,0,12
Bushes,12,,0,12
Cabin,12,,0,12
Clouds,12,,0,12
Conifer,12,,1,12
Cumulus,12,,0,12
Deciduous,12,,0,12
Framed,12,,0,12
Grass,12,,0,12
Lake,12,,0,12
Mountains,12,,1,12
Mountain,12,,1,12
River,12,,1,12
Rocks,12,,0,12
Snow,12,,1,12
Trees,12,,1,12
Tree,12,,1,12
Winter,12,,1,12
Bushes,13,,1,13
Cabin,13,,0,13
Clouds,13,,0,13
Conifer,13,,0,13
Cumulus,13,,0,13
Deciduous,13,,1,13
Framed,13,,0,13
Grass,13,,1,13
Lake,13,,1,13
Mountains,13,,0,13
Mountain,13,,0,13
River,13,,0,13
Rocks,13,,0,13
Snow,13,,0,13
Trees,13,,1,13
Tree,13,,1,13
Winter,13,,0,13
Bushes,13,,1,13
Cabin,13,,1,13
Clouds,13,,1,13
Conifer,13,,1,13
Cumulus,13,,0,13
Deciduous,13,,0,13
Framed,13,,0,13
Grass,13,,0,13
Lake,13,,1,13
Mountains,13,,1,13
Mountain,13,,1,13
River,13,,0,13
Rocks,13,,0,13
Snow,13,,1,13
Trees,13,,1,13
Tree,13,,1,13
Winter,13,,1,13
Bushes,13,,0,13
Cabin,13,,0,13
Clouds,13,,1,13
Conifer,13,,0,13
Cumulus,13,,0,13
Deciduous,13,,1,13
Framed,13,,1,13
Grass,13,,1,13
Lake,13,,0,13
Mountains,13,,0,13
Mountain,13,,1,13
River,13,,1,13
Rocks,13,,0,13
Snow,13,,0,13
Trees,13,,1,13
Tree,13,,1,13
Winter,13,,0,13
Bushes,13,,1,13
Cabin,13,,1,13
Clouds,13,,1,13
Conifer,13,,1,13
Cumulus,13,,0,13
Deciduous,13,,1,13
Framed,13,,0,13
Grass,13,,0,13
Lake,13,,0,13
Mountains,13,,0,13
Mountain,13,,0,13
River,13,,1,13
Rocks,13,,1,13
Snow,13,,0,13
Trees,13,,1,13
Tree,13,,1,13
Winter,13,,0,13
Bushes,13,,0,13
Cabin,13,,0,13
Clouds,13,,1,13
Conifer,13,,0,13
Cumulus,13,,0,13
Deciduous,13,,1,13
Framed,13,,0,13
Grass,13,,1,13
Lake,13,,0,13
Mountains,13,,1,13
Mountain,13,,1,13
River,13,,1,13
Rocks,13,,1,13
Snow,13,,0,13
Trees,13,,1,13
Tree,13,,1,13
Winter,13,,0,13
Bushes,13,,0,13
Cabin,13,,0,13
Clouds,13,,0,13
Conifer,13,,0,13
Cumulus,13,,0,13
Deciduous,13,,1,13
Framed,13,,0,13
Grass,13,,1,13
Lake,13,,0,13
Mountains,13,,0,13
Mountain,13,,0,13
River,13,,1,13
Rocks,13,,0,13
Snow,13,,0,13
Trees,13,,1,13
Tree,13,,1,13
Winter,13,,0,13
Bushes,13,,0,13
Cabin,13,,0,13
Clouds,13,,1,13
Conifer,13,,1,13
Cumulus,13,,1,13
Deciduous,13,,0,13
Framed,13,,0,13
Grass,13,,0,13
Lake,13,,0,13
Mountains,13,,0,13
Mountain,13,,0,13
River,13,,1,13
Rocks,13,,0,13
Snow,13,,0,13
Trees,13,,1,13
Tree,13,,1,13
Winter,13,,0,13
Bushes,13,,0,13
Cabin,13,,0,13
Clouds,13,,1,13
Conifer,13,,1,13
Cumulus,13,,1,13
Deciduous,13,,0,13
Framed,13,,0,13
Grass,13,,1,13
Lake,13,,0,13
Mountains,13,,1,13
Mountain,13,,1,13
River,13,,1,13
Rocks,13,,0,13
Snow,13,,0,13
Trees,13,,1,13
Tree,13,,1,13
Winter,13,,0,13
Bushes,13,,1,13
Cabin,13,,0,13
Clouds,13,,0,13
Conifer,13,,0,13
Cumulus,13,,0,13
Deciduous,13,,1,13
Framed,13,,0,13
Grass,13,,0,13
Lake,13,,1,13
Mountains,13,,0,13
Mountain,13,,0,13
River,13,,0,13
Rocks,13,,0,13
Snow,13,,0,13
Trees,13,,1,13
Tree,13,,1,13
Winter,13,,0,13
Bushes,13,,1,13
Cabin,13,,0,13
Clouds,13,,1,13
Conifer,13,,1,13
Cumulus,13,,1,13
Deciduous,13,,1,13
Framed,13,,0,13
Grass,13,,0,13
Lake,13,,0,13
Mountains,13,,0,13
Mountain,13,,1,13
River,13,,1,13
Rocks,13,,0,13
Snow,13,,0,13
Trees,13,,1,13
Tree,13,,1,13
Winter,13,,0,13
Bushes,13,,0,13
Cabin,13,,1,13
Clouds,13,,0,13
Conifer,13,,1,13
Cumulus,13,,0,13
Deciduous,13,,1,13
Framed,13,,0,13
Grass,13,,0,13
Lake,13,,1,13
Mountains,13,,1,13
Mountain,13,,1,13
River,13,,0,13
Rocks,13,,0,13
Snow,13,,1,13
Trees,13,,1,13
Tree,13,,1,13
Winter,13,,1,13
Bushes,13,,0,13
Cabin,13,,0,13
Clouds,13,,1,13
Conifer,13,,1,13
Cumulus,13,,0,13
Deciduous,13,,0,13
Framed,13,,1,13
Grass,13,,0,13
Lake,13,,0,13
Mountains,13,,0,13
Mountain,13,,0,13
River,13,,0,13
Rocks,13,,1,13
Snow,13,,0,13
Trees,13,,1,13
Tree,13,,1,13
Winter,13,,0,13
Bushes,13,,0,13
Cabin,13,,0,13
Clouds,13,,0,13
Conifer,13,,1,13
Cumulus,13,,0,13
Deciduous,13,,0,13
Framed,13,,0,13
Grass,13,,1,13
Lake,13,,1,13
Mountains,13,,1,13
Mountain,13,,1,13
River,13,,0,13
Rocks,13,,0,13
Snow,13,,0,13
Trees,13,,1,13
Tree,13,,1,13
Winter,13,,0,13
Bushes,14,,1,14
Cabin,14,,0,14
Clouds,14,,1,14
Conifer,14,,1,14
Cumulus,14,,1,14
Deciduous,14,,0,14
Framed,14,,0,14
Grass,14,,0,14
Lake,14,,1,14
Mountains,14,,1,14
Mountain,14,,1,14
River,14,,0,14
Rocks,14,,0,14
Snow,14,,0,14
Trees,14,,1,14
Tree,14,,1,14
Winter,14,,0,14
Bushes,14,,0,14
Cabin,14,,0,14
Clouds,14,,0,14
Conifer,14,,1,14
Cumulus,14,,0,14
Deciduous,14,,0,14
Framed,14,,0,14
Grass,14,,1,14
Lake,14,,0,14
Mountains,14,,0,14
Mountain,14,,0,14
River,14,,1,14
Rocks,14,,0,14
Snow,14,,0,14
Trees,14,,1,14
Tree,14,,1,14
Winter,14,,0,14
Bushes,14,,0,14
Cabin,14,,0,14
Clouds,14,,0,14
Conifer,14,,1,14
Cumulus,14,,0,14
Deciduous,14,,1,14
Framed,14,,1,14
Grass,14,,1,14
Lake,14,,0,14
Mountains,14,,1,14
Mountain,14,,1,14
River,14,,0,14
Rocks,14,,0,14
Snow,14,,0,14
Trees,14,,1,14
Tree,14,,1,14
Winter,14,,0,14
Bushes,14,,0,14
Cabin,14,,0,14
Clouds,14,,1,14
Conifer,14,,0,14
Cumulus,14,,0,14
Deciduous,14,,1,14
Framed,14,,0,14
Grass,14,,0,14
Lake,14,,0,14
Mountains,14,,0,14
Mountain,14,,0,14
River,14,,0,14
Rocks,14,,0,14
Snow,14,,1,14
Trees,14,,1,14
Tree,14,,1,14
Winter,14,,1,14
Bushes,14,,1,14
Cabin,14,,0,14
Clouds,14,,1,14
Conifer,14,,1,14
Cumulus,14,,1,14
Deciduous,14,,0,14
Framed,14,,1,14
Grass,14,,0,14
Lake,14,,0,14
Mountains,14,,1,14
Mountain,14,,1,14
River,14,,1,14
Rocks,14,,1,14
Snow,14,,0,14
Trees,14,,1,14
Tree,14,,1,14
Winter,14,,0,14
Bushes,14,,0,14
Cabin,14,,0,14
Clouds,14,,1,14
Conifer,14,,1,14
Cumulus,14,,0,14
Deciduous,14,,1,14
Framed,14,,0,14
Grass,14,,0,14
Lake,14,,0,14
Mountains,14,,1,14
Mountain,14,,1,14
River,14,,1,14
Rocks,14,,0,14
Snow,14,,0,14
Trees,14,,1,14
Tree,14,,1,14
Winter,14,,0,14
Bushes,14,,0,14
Cabin,14,,0,14
Clouds,14,,1,14
Conifer,14,,0,14
Cumulus,14,,1,14
Deciduous,14,,0,14
Framed,14,,0,14
Grass,14,,1,14
Lake,14,,0,14
Mountains,14,,0,14
Mountain,14,,0,14
River,14,,0,14
Rocks,14,,0,14
Snow,14,,0,14
Trees,14,,0,14
Tree,14,,0,14
Winter,14,,0,14
Bushes,14,,0,14
Cabin,14,,0,14
Clouds,14,,0,14
Conifer,14,,1,14
Cumulus,14,,0,14
Deciduous,14,,0,14
Framed,14,,0,14
Grass,14,,0,14
Lake,14,,0,14
Mountains,14,,0,14
Mountain,14,,1,14
River,14,,1,14
Rocks,14,,0,14
Snow,14,,1,14
Trees,14,,1,14
Tree,14,,1,14
Winter,14,,1,14
Bushes,14,,0,14
Cabin,14,,0,14
Clouds,14,,1,14
Conifer,14,,0,14
Cumulus,14,,1,14
Deciduous,14,,1,14
Framed,14,,1,14
Grass,14,,0,14
Lake,14,,0,14
Mountains,14,,0,14
Mountain,14,,0,14
River,14,,1,14
Rocks,14,,0,14
Snow,14,,0,14
Trees,14,,1,14
Tree,14,,1,14
Winter,14,,0,14
Bushes,14,,0,14
Cabin,14,,0,14
Clouds,14,,1,14
Conifer,14,,0,14
Cumulus,14,,0,14
Deciduous,14,,1,14
Framed,14,,0,14
Grass,14,,0,14
Lake,14,,1,14
Mountains,14,,1,14
Mountain,14,,1,14
River,14,,0,14
Rocks,14,,0,14
Snow,14,,0,14
Trees,14,,0,14
Tree,14,,1,14
Winter,14,,0,14
Bushes,14,,0,14
Cabin,14,,0,14
Clouds,14,,0,14
Conifer,14,,0,14
Cumulus,14,,0,14
Deciduous,14,,1,14
Framed,14,,0,14
Grass,14,,1,14
Lake,14,,1,14
Mountains,14,,0,14
Mountain,14,,0,14
River,14,,0,14
Rocks,14,,0,14
Snow,14,,0,14
Trees,14,,1,14
Tree,14,,1,14
Winter,14,,0,14
Bushes,14,,0,14
Cabin,14,,0,14
Clouds,14,,1,14
Conifer,14,,0,14
Cumulus,14,,0,14
Deciduous,14,,1,14
Framed,14,,1,14
Grass,14,,1,14
Lake,14,,0,14
Mountains,14,,0,14
Mountain,14,,0,14
River,14,,0,14
Rocks,14,,0,14
Snow,14,,0,14
Trees,14,,1,14
Tree,14,,1,14
Winter,14,,0,14
Bushes,14,,0,14
Cabin,14,,0,14
Clouds,14,,1,14
Conifer,14,,1,14
Cumulus,14,,1,14
Deciduous,14,,1,14
Framed,14,,0,14
Grass,14,,1,14
Lake,14,,1,14
Mountains,14,,0,14
Mountain,14,,1,14
River,14,,0,14
Rocks,14,,0,14
Snow,14,,0,14
Trees,14,,1,14
Tree,14,,1,14
Winter,14,,0,14
Bushes,15,,1,15
Cabin,15,,0,15
Clouds,15,,1,15
Conifer,15,,1,15
Cumulus,15,,0,15
Deciduous,15,,1,15
Framed,15,,0,15
Grass,15,,0,15
Lake,15,,0,15
Mountains,15,,0,15
Mountain,15,,0,15
River,15,,0,15
Rocks,15,,0,15
Snow,15,,1,15
Trees,15,,1,15
Tree,15,,1,15
Winter,15,,1,15
Bushes,15,,0,15
Cabin,15,,0,15
Clouds,15,,1,15
Conifer,15,,0,15
Cumulus,15,,1,15
Deciduous,15,,1,15
Framed,15,,0,15
Grass,15,,1,15
Lake,15,,0,15
Mountains,15,,0,15
Mountain,15,,0,15
River,15,,1,15
Rocks,15,,0,15
Snow,15,,0,15
Trees,15,,1,15
Tree,15,,1,15
Winter,15,,0,15
Bushes,15,,0,15
Cabin,15,,0,15
Clouds,15,,0,15
Conifer,15,,0,15
Cumulus,15,,0,15
Deciduous,15,,1,15
Framed,15,,0,15
Grass,15,,1,15
Lake,15,,0,15
Mountains,15,,0,15
Mountain,15,,0,15
River,15,,0,15
Rocks,15,,0,15
Snow,15,,0,15
Trees,15,,1,15
Tree,15,,1,15
Winter,15,,0,15
Bushes,15,,0,15
Cabin,15,,0,15
Clouds,15,,0,15
Conifer,15,,0,15
Cumulus,15,,0,15
Deciduous,15,,0,15
Framed,15,,0,15
Grass,15,,0,15
Lake,15,,0,15
Mountains,15,,0,15
Mountain,15,,0,15
River,15,,0,15
Rocks,15,,0,15
Snow,15,,0,15
Trees,15,,0,15
Tree,15,,0,15
Winter,15,,0,15
Bushes,15,,0,15
Cabin,15,,1,15
Clouds,15,,1,15
Conifer,15,,1,15
Cumulus,15,,0,15
Deciduous,15,,0,15
Framed,15,,1,15
Grass,15,,0,15
Lake,15,,1,15
Mountains,15,,1,15
Mountain,15,,1,15
River,15,,0,15
Rocks,15,,0,15
Snow,15,,0,15
Trees,15,,1,15
Tree,15,,1,15
Winter,15,,1,15
Bushes,15,,0,15
Cabin,15,,0,15
Clouds,15,,1,15
Conifer,15,,0,15
Cumulus,15,,1,15
Deciduous,15,,0,15
Framed,15,,0,15
Grass,15,,0,15
Lake,15,,0,15
Mountains,15,,0,15
Mountain,15,,0,15
River,15,,0,15
Rocks,15,,1,15
Snow,15,,0,15
Trees,15,,0,15
Tree,15,,0,15
Winter,15,,0,15
Bushes,15,,0,15
Cabin,15,,1,15
Clouds,15,,1,15
Conifer,15,,1,15
Cumulus,15,,0,15
Deciduous,15,,1,15
Framed,15,,0,15
Grass,15,,1,15
Lake,15,,1,15
Mountains,15,,0,15
Mountain,15,,0,15
River,15,,0,15
Rocks,15,,0,15
Snow,15,,0,15
Trees,15,,1,15
Tree,15,,1,15
Winter,15,,0,15
Bushes,15,,0,15
Cabin,15,,0,15
Clouds,15,,1,15
Conifer,15,,0,15
Cumulus,15,,1,15
Deciduous,15,,1,15
Framed,15,,0,15
Grass,15,,1,15
Lake,15,,0,15
Mountains,15,,1,15
Mountain,15,,1,15
River,15,,1,15
Rocks,15,,1,15
Snow,15,,0,15
Trees,15,,1,15
Tree,15,,1,15
Winter,15,,0,15
Bushes,15,,0,15
Cabin,15,,1,15
Clouds,15,,1,15
Conifer,15,,1,15
Cumulus,15,,1,15
Deciduous,15,,0,15
Framed,15,,0,15
Grass,15,,0,15
Lake,15,,0,15
Mountains,15,,1,15
Mountain,15,,1,15
River,15,,0,15
Rocks,15,,0,15
Snow,15,,1,15
Trees,15,,1,15
Tree,15,,1,15
Winter,15,,1,15
Bushes,15,,1,15
Cabin,15,,0,15
Clouds,15,,0,15
Conifer,15,,0,15
Cumulus,15,,0,15
Deciduous,15,,1,15
Framed,15,,1,15
Grass,15,,1,15
Lake,15,,0,15
Mountains,15,,0,15
Mountain,15,,0,15
River,15,,0,15
Rocks,15,,0,15
Snow,15,,0,15
Trees,15,,1,15
Tree,15,,1,15
Winter,15,,0,15
Bushes,15,,0,15
Cabin,15,,1,15
Clouds,15,,0,15
Conifer,15,,0,15
Cumulus,15,,0,15
Deciduous,15,,1,15
Framed,15,,0,15
Grass,15,,1,15
Lake,15,,0,15
Mountains,15,,0,15
Mountain,15,,0,15
River,15,,0,15
Rocks,15,,0,15
Snow,15,,0,15
Trees,15,,1,15
Tree,15,,1,15
Winter,15,,0,15
Bushes,15,,0,15
Cabin,15,,0,15
Clouds,15,,0,15
Conifer,15,,0,15
Cumulus,15,,0,15
Deciduous,15,,1,15
Framed,15,,0,15
Grass,15,,0,15
Lake,15,,1,15
Mountains,15,,0,15
Mountain,15,,0,15
River,15,,0,15
Rocks,15,,1,15
Snow,15,,0,15
Trees,15,,1,15
Tree,15,,1,15
Winter,15,,0,15
Bushes,15,,0,15
Cabin,15,,0,15
Clouds,15,,1,15
Conifer,15,,1,15
Cumulus,15,,0,15
Deciduous,15,,0,15
Framed,15,,0,15
Grass,15,,1,15
Lake,15,,1,15
Mountains,15,,1,15
Mountain,15,,1,15
River,15,,0,15
Rocks,15,,0,15
Snow,15,,0,15
Trees,15,,1,15
Tree,15,,1,15
Winter,15,,0,15
Bushes,16,,0,16
Cabin,16,,0,16
Clouds,16,,1,16
Conifer,16,,1,16
Cumulus,16,,1,16
Deciduous,16,,1,16
Framed,16,,0,16
Grass,16,,0,16
Lake,16,,1,16
Mountains,16,,0,16
Mountain,16,,1,16
River,16,,0,16
Rocks,16,,0,16
Snow,16,,0,16
Trees,16,,1,16
Tree,16,,1,16
Winter,16,,0,16
Bushes,16,,0,16
Cabin,16,,1,16
Clouds,16,,0,16
Conifer,16,,0,16
Cumulus,16,,0,16
Deciduous,16,,1,16
Framed,16,,0,16
Grass,16,,1,16
Lake,16,,0,16
Mountains,16,,0,16
Mountain,16,,0,16
River,16,,0,16
Rocks,16,,0,16
Snow,16,,0,16
Trees,16,,1,16
Tree,16,,1,16
Winter,16,,0,16
Bushes,16,,0,16
Cabin,16,,1,16
Clouds,16,,1,16
Conifer,16,,1,16
Cumulus,16,,0,16
Deciduous,16,,1,16
Framed,16,,0,16
Grass,16,,0,16
Lake,16,,0,16
Mountains,16,,0,16
Mountain,16,,0,16
River,16,,0,16
Rocks,16,,0,16
Snow,16,,1,16
Trees,16,,1,16
Tree,16,,1,16
Winter,16,,1,16
Bushes,16,,1,16
Cabin,16,,0,16
Clouds,16,,1,16
Conifer,16,,1,16
Cumulus,16,,1,16
Deciduous,16,,0,16
Framed,16,,0,16
Grass,16,,0,16
Lake,16,,0,16
Mountains,16,,0,16
Mountain,16,,0,16
River,16,,0,16
Rocks,16,,0,16
Snow,16,,1,16
Trees,16,,1,16
Tree,16,,1,16
Winter,16,,1,16
Bushes,16,,1,16
Cabin,16,,0,16
Clouds,16,,1,16
Conifer,16,,1,16
Cumulus,16,,1,16
Deciduous,16,,0,16
Framed,16,,1,16
Grass,16,,0,16
Lake,16,,1,16
Mountains,16,,1,16
Mountain,16,,1,16
River,16,,0,16
Rocks,16,,0,16
Snow,16,,0,16
Trees,16,,1,16
Tree,16,,1,16
Winter,16,,0,16
Bushes,16,,0,16
Cabin,16,,0,16
Clouds,16,,0,16
Conifer,16,,0,16
Cumulus,16,,0,16
Deciduous,16,,0,16
Framed,16,,0,16
Grass,16,,0,16
Lake,16,,0,16
Mountains,16,,0,16
Mountain,16,,0,16
River,16,,0,16
Rocks,16,,0,16
Snow,16,,0,16
Trees,16,,0,16
Tree,16,,0,16
Winter,16,,0,16
Bushes,16,,0,16
Cabin,16,,0,16
Clouds,16,,0,16
Conifer,16,,1,16
Cumulus,16,,0,16
Deciduous,16,,0,16
Framed,16,,0,16
Grass,16,,0,16
Lake,16,,0,16
Mountains,16,,0,16
Mountain,16,,0,16
River,16,,1,16
Rocks,16,,1,16
Snow,16,,0,16
Trees,16,,1,16
Tree,16,,1,16
Winter,16,,0,16
Bushes,16,,0,16
Cabin,16,,0,16
Clouds,16,,1,16
Conifer,16,,0,16
Cumulus,16,,0,16
Deciduous,16,,0,16
Framed,16,,0,16
Grass,16,,0,16
Lake,16,,0,16
Mountains,16,,0,16
Mountain,16,,0,16
River,16,,0,16
Rocks,16,,0,16
Snow,16,,0,16
Trees,16,,0,16
Tree,16,,0,16
Winter,16,,0,16
Bushes,16,,0,16
Cabin,16,,0,16
Clouds,16,,0,16
Conifer,16,,1,16
Cumulus,16,,0,16
Deciduous,16,,0,16
Framed,16,,1,16
Grass,16,,0,16
Lake,16,,0,16
Mountains,16,,0,16
Mountain,16,,0,16
River,16,,0,16
Rocks,16,,0,16
Snow,16,,1,16
Trees,16,,1,16
Tree,16,,1,16
Winter,16,,1,16
Bushes,16,,0,16
Cabin,16,,0,16
Clouds,16,,1,16
Conifer,16,,0,16
Cumulus,16,,0,16
Deciduous,16,,1,16
Framed,16,,0,16
Grass,16,,0,16
Lake,16,,1,16
Mountains,16,,0,16
Mountain,16,,0,16
River,16,,0,16
Rocks,16,,0,16
Snow,16,,0,16
Trees,16,,1,16
Tree,16,,1,16
Winter,16,,0,16
Bushes,16,,1,16
Cabin,16,,0,16
Clouds,16,,0,16
Conifer,16,,0,16
Cumulus,16,,0,16
Deciduous,16,,1,16
Framed,16,,0,16
Grass,16,,0,16
Lake,16,,0,16
Mountains,16,,0,16
Mountain,16,,0,16
River,16,,1,16
Rocks,16,,1,16
Snow,16,,0,16
Trees,16,,1,16
Tree,16,,1,16
Winter,16,,0,16
Bushes,16,,0,16
Cabin,16,,0,16
Clouds,16,,1,16
Conifer,16,,0,16
Cumulus,16,,1,16
Deciduous,16,,0,16
Framed,16,,0,16
Grass,16,,1,16
Lake,16,,1,16
Mountains,16,,0,16
Mountain,16,,1,16
River,16,,0,16
Rocks,16,,0,16
Snow,16,,0,16
Trees,16,,0,16
Tree,16,,0,16
Winter,16,,0,16
Bushes,16,,0,16
Cabin,16,,0,16
Clouds,16,,0,16
Conifer,16,,0,16
Cumulus,16,,0,16
Deciduous,16,,1,16
Framed,16,,1,16
Grass,16,,0,16
Lake,16,,0,16
Mountains,16,,0,16
Mountain,16,,0,16
River,16,,1,16
Rocks,16,,1,16
Snow,16,,0,16
Trees,16,,1,16
Tree,16,,1,16
Winter,16,,0,16
Bushes,17,,0,17
Cabin,17,,0,17
Clouds,17,,0,17
Conifer,17,,1,17
Cumulus,17,,0,17
Deciduous,17,,0,17
Framed,17,,1,17
Grass,17,,0,17
Lake,17,,0,17
Mountains,17,,0,17
Mountain,17,,0,17
River,17,,1,17
Rocks,17,,0,17
Snow,17,,0,17
Trees,17,,1,17
Tree,17,,1,17
Winter,17,,0,17
Bushes,17,,0,17
Cabin,17,,1,17
Clouds,17,,0,17
Conifer,17,,0,17
Cumulus,17,,0,17
Deciduous,17,,1,17
Framed,17,,0,17
Grass,17,,1,17
Lake,17,,0,17
Mountains,17,,0,17
Mountain,17,,0,17
River,17,,0,17
Rocks,17,,0,17
Snow,17,,0,17
Trees,17,,0,17
Tree,17,,1,17
Winter,17,,0,17
Bushes,17,,0,17
Cabin,17,,0,17
Clouds,17,,0,17
Conifer,17,,0,17
Cumulus,17,,0,17
Deciduous,17,,1,17
Framed,17,,0,17
Grass,17,,1,17
Lake,17,,1,17
Mountains,17,,1,17
Mountain,17,,1,17
River,17,,0,17
Rocks,17,,0,17
Snow,17,,0,17
Trees,17,,1,17
Tree,17,,1,17
Winter,17,,0,17
Bushes,17,,0,17
Cabin,17,,0,17
Clouds,17,,1,17
Conifer,17,,0,17
Cumulus,17,,1,17
Deciduous,17,,0,17
Framed,17,,0,17
Grass,17,,0,17
Lake,17,,0,17
Mountains,17,,0,17
Mountain,17,,0,17
River,17,,0,17
Rocks,17,,1,17
Snow,17,,0,17
Trees,17,,0,17
Tree,17,,0,17
Winter,17,,0,17
Bushes,17,,0,17
Cabin,17,,1,17
Clouds,17,,0,17
Conifer,17,,0,17
Cumulus,17,,0,17
Deciduous,17,,1,17
Framed,17,,1,17
Grass,17,,0,17
Lake,17,,1,17
Mountains,17,,0,17
Mountain,17,,0,17
River,17,,0,17
Rocks,17,,0,17
Snow,17,,0,17
Trees,17,,0,17
Tree,17,,1,17
Winter,17,,0,17
Bushes,17,,0,17
Cabin,17,,0,17
Clouds,17,,1,17
Conifer,17,,1,17
Cumulus,17,,0,17
Deciduous,17,,1,17
Framed,17,,0,17
Grass,17,,0,17
Lake,17,,0,17
Mountains,17,,0,17
Mountain,17,,0,17
